customer_id,product_name,product_category,price,quantity,total_price,purchase_date,shipping_address,payment_method,status
240,Karaoke Microphone,Music,899.9,6,5399.4,7/12/2021,49651 Brentwood Trail,credit card,delivered
241,Ground Turkey,Food - Meat,719.28,18,12947.04,12/24/2022,10 1st Court,PayPal,delivered
242,Reusable Snack Bags,Kitchen,42.85,36,1542.6,4/10/2020,089 Dapin Park,PayPal,pending
243,Rice Noodles,Food - Grains,251.98,65,16378.7,11/8/2022,15026 Daystar Pass,credit card,processing
244,Organic Almonds,Food - Nuts,343.24,11,3775.64,12/3/2020,293 Merchant Terrace,credit card,delivered
245,Organic Coconut Sugar,Food - Baking Goods,804.2,73,58706.6,7/11/2021,87 Armistice Street,cash on delivery,pending
246,Mango Chunks,Food - Frozen Fruits,445.64,90,40107.6,3/8/2020,2 Bay Court,cash on delivery,pending
247,LED Desk Light,Home,56.35,60,3381.0,4/6/2022,674 Vahlen Center,cash on delivery,delivered
248,Portable Bluetooth Speaker,Audio,662.36,3,1987.08,11/3/2020,994 Carioca Plaza,PayPal,delivered
249,Multi-Layer Food Steamer,Kitchen,884.54,35,30958.9,1/27/2020,7266 Hoard Trail,cash on delivery,processing
250,Tailored Dress Pants,Clothing - Bottoms,198.73,43,8545.39,8/5/2020,2 Emmet Junction,cash on delivery,pending
251,Garden Vegetable Chips,Food - Snacks,894.58,62,55463.96,3/16/2020,0 Kropf Crossing,credit card,pending
252,Dried Mango Slices,Food - Snacks,939.38,79,74211.02,3/8/2022,52 West Road,credit card,processing
253,Chipotle Black Bean Salad,Food - Salads,332.79,21,6988.59,11/15/2021,825 Texas Court,cash on delivery,shipped
254,Cilantro Lime Rice,Food - Grains,500.67,89,44559.63,1/4/2022,4376 Pawling Street,credit card,shipped
255,Honey Mustard Pretzel Bites,Food - Snacks,139.67,29,4050.43,5/7/2022,81 Upham Point,PayPal,shipped
256,Fresh Basil Pesto,Food - Sauces,108.65,95,10321.75,8/9/2021,6 Hintze Pass,credit card,delivered
257,Collapsible Storage Crates,Home,877.44,85,74582.4,6/23/2020,4 Forest Run Plaza,cash on delivery,pending
258,Motion Sensor Light,Home,759.81,50,37990.5,9/16/2022,410 Westport Road,cash on delivery,pending
259,Electric Kettle,Kitchen,705.63,92,64917.96,9/30/2021,1479 Washington Parkway,cash on delivery,delivered
260,Sea Salt Caramel Brownie,Food - Bakery,210.37,54,11359.98,4/8/2021,3 Mariners Cove Pass,PayPal,shipped
261,Classic Pesto Sauce,Food - Sauces,791.8,96,76012.8,1/16/2022,2 Bluejay Hill,PayPal,shipped
262,Smartphone Holder for Car,Automotive,866.04,25,21651.0,4/19/2021,3975 Kensington Plaza,PayPal,delivered
263,Handmade Leather Journal,Books,521.34,28,14597.52,3/24/2022,2296 Hermina Place,PayPal,processing
264,Kale & Quinoa Salad Mix,Food - Salads,502.14,100,50214.0,6/28/2021,201 Merrick Trail,PayPal,pending
265,Cotton Quilted Throw Blanket,Home,627.17,2,1254.34,2/25/2021,952 Arrowood Point,PayPal,delivered
266,Coconut Cream Pie Yogurt,Food - Dairy Alternatives,132.96,52,6913.92,2/17/2021,00 Hauk Crossing,cash on delivery,shipped
267,Vegan Taco Seasoning,Food - Spices,724.75,40,28990.0,5/31/2022,69219 Reinke Avenue,cash on delivery,pending
268,Noise Reduction Headphones,Audio,939.7,36,33829.2,1/13/2021,73 Schiller Crossing,cash on delivery,processing
269,Free-Range Eggs,Food - Dairy,884.07,44,38899.08,8/25/2020,3370 Bay Street,cash on delivery,delivered
270,Smoked Gouda Cheese,Food - Dairy,238.88,45,10749.6,7/8/2020,91077 Lakewood Gardens Avenue,credit card,processing
271,Kettle Chip Variety Pack,Food - Snacks,357.63,85,30398.55,12/8/2021,4 Morrow Alley,credit card,shipped
272,Organic Quinoa,Food - Grains,608.09,52,31620.68,10/5/2022,0 Carey Hill,PayPal,pending
273,Vegetable Stock,Food - Cooking Essentials,420.83,93,39137.19,8/26/2020,34 Hauk Crossing,PayPal,pending
274,Coconut Cashew Yogurt,Food - Dairy Alternatives,119.85,21,2516.85,4/23/2020,766 Kingsford Crossing,PayPal,pending
275,Air Fryer,Kitchen,504.69,81,40879.89,10/29/2022,9935 Waywood Crossing,PayPal,processing
276,Multi-Function Smartphone Holder,Electronics,937.38,21,19684.98,9/23/2020,39090 Green Ridge Court,PayPal,shipped
277,Honey BBQ Riblets,Food - Meat,937.16,18,16868.88,10/21/2021,420 Bashford Crossing,PayPal,delivered
278,Electric Pressure Cooker,Kitchen,671.08,1,671.08,10/1/2021,03835 Boyd Point,credit card,pending
279,Dog Collar,Pets,497.53,32,15920.96,4/22/2021,6200 Lerdahl Place,PayPal,pending
280,Children's Musical Instrument Set,Toys,767.04,99,75936.96,1/22/2021,3951 Veith Way,cash on delivery,shipped
281,Raspberry Tart,Food - Baked Goods,53.99,49,2645.51,8/8/2022,0 Wayridge Pass,credit card,pending
282,Basil Pesto Pasta,Food - Prepared Meals,154.46,94,14519.24,2/7/2021,00 Anthes Lane,PayPal,delivered
283,Stainless Steel Mixing Bowls,Kitchen,522.05,40,20882.0,11/21/2021,3 Eliot Crossing,PayPal,pending
284,Tailgating Set,Outdoor,971.24,22,21367.28,9/7/2020,8453 Scott Way,credit card,processing
285,Banana Nut Muffins,Food - Bakery,624.09,79,49303.11,10/5/2021,51977 Northland Way,cash on delivery,shipped
286,Tomato Sauce,Food - Canned Goods,377.78,83,31355.74,1/17/2021,61296 New Castle Park,credit card,shipped
287,Cat Tree,Pets,710.08,88,62487.04,9/24/2021,25321 Corry Place,cash on delivery,processing
288,Portable SSD,Storage,110.24,5,551.2,1/20/2020,00244 Montana Circle,cash on delivery,shipped
289,Herb Seasoned Croutons,Food - Salad Toppings,356.51,67,23886.17,7/21/2022,512 Longview Way,PayPal,processing
290,Teriyaki Chicken Stir-Fry,Food - Frozen Foods,304.22,57,17340.54,3/21/2021,9 Kim Way,PayPal,processing
291,Heavy-Duty Utility Tote,Accessories,280.68,98,27506.64,5/13/2022,435 Cottonwood Plaza,cash on delivery,delivered
292,Organic Black Rice,Food - Grains,562.99,2,1125.98,6/20/2022,78675 Anniversary Pass,credit card,processing
293,Personal Blender with Travel Cup,Kitchen,621.85,70,43529.5,7/14/2022,38427 Homewood Park,credit card,processing
294,Collapsible Camping Cup,Outdoor,608.63,45,27388.35,9/26/2022,5208 Eastwood Alley,PayPal,pending
295,Peach Green Tea,Food - Beverages,137.04,40,5481.6,1/14/2020,76976 Bobwhite Junction,cash on delivery,processing
296,Peas (frozen),Food - Frozen Foods,573.87,80,45909.6,3/7/2020,4 Johnson Terrace,credit card,pending
297,Lemon Dill Chicken Skewers,Food - Meat,925.22,98,90671.56,11/2/2022,959 Farragut Circle,credit card,delivered
298,Portable Camping Stove,Outdoor,396.48,59,23392.32,4/16/2021,611 Parkside Junction,credit card,delivered
299,Digital Drawing Tablet,Art Supplies,223.75,12,2685.0,5/7/2022,000 4th Point,PayPal,delivered
300,Pet Food Storage Container,Pets,935.41,92,86057.72,2/28/2022,6 Holy Cross Road,credit card,processing
301,Coconut Curry Lentils,Food - Canned Goods,728.11,34,24755.74,8/31/2020,07500 Anderson Drive,PayPal,shipped
302,Chickpeas,Food - Canned Goods,518.2,5,2591.0,6/7/2021,36 Knutson Lane,credit card,delivered
303,Cable Knit Beanie,Clothing - Accessories,433.67,32,13877.44,6/23/2022,56804 Dahle Parkway,credit card,pending
304,Baked Mac and Cheese,Food - Frozen Foods,511.21,80,40896.8,3/1/2022,6 Blue Bill Park Crossing,credit card,shipped
305,Faux Leather Leggings,Clothing - Pants,659.24,62,40872.88,5/17/2020,5 Kensington Lane,cash on delivery,delivered
306,Spinach and Ricotta Ravioli,Food - Pasta,839.08,40,33563.2,4/19/2021,02840 Helena Avenue,credit card,shipped
307,Organic Quinoa,Food - Grains,235.55,58,13661.9,4/3/2022,1 Kingsford Terrace,cash on delivery,processing
308,Collapsible Colander,Kitchen,40.94,68,2783.92,2/22/2022,7 School Parkway,cash on delivery,delivered
309,Leather Biker Jacket,Clothing - Outerwear,88.18,74,6525.32,6/12/2021,5348 Hovde Parkway,credit card,processing
310,Mixed Berry Smoothie Pack,Food - Frozen Food,472.48,52,24568.96,2/5/2021,82 Oneill Pass,cash on delivery,pending
311,Wireless Keyboard and Mouse Combo,Electronics,771.13,74,57063.62,5/14/2021,4 Ridgeview Junction,credit card,pending
312,Elderberry Syrup,Food - Supplements,785.16,72,56531.52,7/4/2022,9 Heffernan Drive,cash on delivery,pending
313,Garam Masala Spice Blend,Food - Spices,325.63,56,18235.28,8/29/2022,979 Porter Road,cash on delivery,delivered
314,Vegetarian Sausage Links,Food - Meat Substitutes,782.52,63,49298.76,12/17/2021,3723 Morning Center,PayPal,processing
315,Cacao Powder,Food - Baking,589.36,39,22985.04,8/5/2022,6676 Glendale Hill,cash on delivery,pending
316,Coffee Making Kit,Kitchen,910.27,33,30038.91,9/1/2020,8 Mallard Street,PayPal,pending
317,Set of Decorative Storage Bins,Home,643.72,56,36048.32,7/22/2020,7062 Scoville Trail,PayPal,pending
318,Essential Oils Diffuser Necklace,Health,86.0,20,1720.0,5/21/2021,28 Barnett Road,cash on delivery,processing
319,Biodegradable Trash Bags,Home,435.23,39,16973.97,8/10/2022,76359 Reindahl Center,PayPal,shipped
320,Chocolate Dipped Fruit,Food - Snacks,882.13,11,9703.43,1/18/2021,9 Hagan Plaza,cash on delivery,delivered
321,Air Purifier,Home,698.18,67,46778.06,9/23/2022,6993 Shopko Park,credit card,processing
322,Strawberry Banana Smoothie Pack,Food - Frozen,391.7,72,28202.4,11/16/2020,7986 Rusk Terrace,credit card,shipped
323,Coconut Milk,Food - Canned Goods,871.18,44,38331.92,6/23/2021,966 Sauthoff Avenue,PayPal,processing
324,Smoked Gouda Cheese,Food - Dairy,490.07,94,46066.58,9/6/2020,19003 Morning Park,credit card,processing
325,Cold Brew Coffee Maker,Kitchen,119.31,69,8232.39,11/17/2020,73295 Grim Street,PayPal,processing
326,Car Sunshade,Automotive,333.35,78,26001.3,7/3/2020,1261 Nelson Hill,cash on delivery,pending
327,Chia Seeds,Food - Grains,24.77,13,322.01,12/5/2021,3 Heath Plaza,credit card,pending
328,Classic Chicken Noodle Soup,Food - Canned Goods,325.45,15,4881.75,6/15/2020,44 Pierstorff Plaza,credit card,delivered
329,Maple Oatmeal,Food - Breakfast,366.25,92,33695.0,1/27/2022,6765 Mockingbird Drive,cash on delivery,processing
330,Backpack,Accessories,991.74,33,32727.42,1/28/2020,39292 Redwing Hill,credit card,shipped
331,Reusable Coffee Filter,Kitchen,193.41,48,9283.68,3/1/2020,97452 Bluejay Hill,PayPal,delivered
332,Classic BBQ Sauce,Food - Condiments,479.54,84,40281.36,6/19/2022,1 Eastwood Crossing,PayPal,processing
333,Lemon Garlic Shrimp,Food - Seafood,788.01,42,33096.42,11/9/2020,58 Judy Center,credit card,delivered
334,Lemon Zest Olive Oil,Food - Oils & Vinegars,794.4,40,31776.0,11/15/2021,5330 Declaration Place,credit card,delivered
335,Almond Butter Cups,Food - Snacks,794.49,30,23834.7,11/22/2022,67 Elka Way,credit card,pending
336,Portable Blender,Kitchen,162.26,94,15252.44,12/17/2020,2 Dahle Avenue,PayPal,pending
337,Smart Fitness Scale,Fitness,654.39,73,47770.47,3/19/2021,9 Farwell Place,cash on delivery,delivered
338,Asian Stir-Fry Vegetables,Food - Frozen Foods,107.38,68,7301.84,4/19/2021,1050 Northland Court,cash on delivery,processing
339,Sliced Bell Peppers,Food - Fresh Produce,580.74,82,47620.68,6/21/2020,73425 Arizona Drive,cash on delivery,delivered
340,Honey Sesame Cashews,Food - Snacks,657.3,66,43381.8,9/13/2022,02575 Barby Point,PayPal,pending
341,Cinnamon Roll Dough,Food - Bakery,521.8,61,31829.8,9/16/2020,97780 Cherokee Way,cash on delivery,pending
342,Electric Pressure Washer,Home Improvement,798.49,37,29544.13,5/10/2021,62202 Nancy Park,credit card,shipped
343,Pineapple Rings,Food - Canned Goods,904.72,79,71472.88,1/15/2022,72 Elgar Point,PayPal,processing
344,Spicy Hummus,Food - Deli,184.14,26,4787.64,7/21/2022,92189 East Drive,cash on delivery,delivered
345,Pistachios,Food - Nuts,907.92,36,32685.12,8/27/2022,62 Buell Street,credit card,pending
346,Black Bean Spaghetti,Food - Pasta,16.66,5,83.3,11/7/2020,60 Montana Junction,credit card,delivered
347,Almond Flour Bread Mix,Food - Baking,979.61,15,14694.15,1/11/2020,95466 Westerfield Park,PayPal,pending
348,Sliced Ham,Food - Meat,327.89,44,14427.16,10/6/2020,86 Morrow Parkway,credit card,pending
349,Baked Mac and Cheese,Food - Frozen Foods,179.89,16,2878.24,8/18/2020,0 Cascade Point,credit card,processing
350,Dark Chocolate Raisins,Food - Snacks,264.84,94,24894.96,8/22/2020,20796 Darwin Junction,cash on delivery,processing
351,Stainless Steel Mixing Bowls,Kitchen,697.58,18,12556.44,4/1/2022,0908 Sage Lane,PayPal,pending
352,Portable Jump Starter,Automotive,599.1,25,14977.5,8/30/2020,24 Anhalt Road,credit card,shipped
353,Silicone Ice Cube Tray,Kitchen,788.11,27,21278.97,5/8/2020,30 Southridge Parkway,PayPal,shipped
354,Portable Solar Phone Charger,Electronics,328.38,57,18717.66,10/24/2021,39373 Veith Lane,cash on delivery,shipped
355,Self-Watering Planters,Garden,212.75,41,8722.75,1/10/2021,457 Cardinal Place,credit card,processing
356,Memory Foam Mattress Topper,Home,4.23,55,232.65,6/28/2021,841 Bellgrove Avenue,PayPal,shipped
357,Athletic Compression Tights,Clothing - Activewear,682.82,64,43700.48,6/6/2021,7 Utah Point,credit card,processing
358,Beef Stew Meat,Food - Meat,474.98,29,13774.42,5/16/2020,42340 Spaight Road,PayPal,shipped
359,Silicone Baking Cups,Kitchen,511.34,51,26078.34,4/27/2022,26 Warbler Street,cash on delivery,delivered
360,Classic BBQ Sauce,Food - Condiments,6.81,93,633.33,10/16/2020,774 Bunker Hill Street,PayPal,pending
361,Wall Calendar,Home,890.81,68,60575.08,7/24/2021,20989 Riverside Avenue,cash on delivery,processing
362,Peanut Butter,Food - Condiments,136.21,77,10488.17,2/2/2020,02 Del Sol Center,PayPal,processing
363,Pepper Jack Cheese Slices,Food - Dairy,82.38,26,2141.88,7/6/2021,6794 Valley Edge Lane,cash on delivery,shipped
364,Classic Leather Wallet,Clothing - Accessories,838.97,100,83897.0,9/24/2020,0399 Badeau Lane,credit card,shipped
365,Almond Flour Bread Mix,Food - Baking,556.39,49,27263.11,4/17/2021,9 Bonner Pass,credit card,delivered
366,Personalized Cutting Board,Kitchen,812.58,39,31690.62,9/18/2022,1 Wayridge Drive,credit card,shipped
367,Almond Crunch Granola Bars,Food - Snacks,925.89,32,29628.48,2/14/2021,27489 Northview Pass,credit card,shipped
368,Robot Vacuum Cleaner,Home Appliances,288.64,87,25111.68,8/31/2020,37 Northview Road,cash on delivery,shipped
369,Coconut Rice,Food - Frozen,274.81,50,13740.5,3/7/2022,8467 Monterey Circle,credit card,delivered
370,Stainless Steel Water Pitcher,Kitchen,316.52,80,25321.6,2/17/2021,5 Alpine Parkway,PayPal,pending
371,Golf Polo Shirt,Clothing - Tops,816.87,47,38392.89,11/28/2022,4137 Forest Dale Point,PayPal,processing
372,Compact Umbrella,Accessories,341.47,16,5463.52,7/12/2021,11 Karstens Plaza,credit card,delivered
373,Avocado Oil,Food - Oils,627.71,80,50216.8,6/23/2021,401 Katie Avenue,cash on delivery,pending
374,Ground Cinnamon,Food - Spices,441.69,96,42402.24,7/29/2021,5 Fairview Trail,credit card,pending
375,Electric Wax Warmer,Home,128.79,96,12363.84,2/12/2022,621 Continental Center,cash on delivery,shipped
376,Frozen Edamame,Food - Frozen Foods,249.38,57,14214.66,10/15/2021,083 Crescent Oaks Point,PayPal,shipped
377,Multi-Tool,Outdoor,811.64,59,47886.76,11/18/2021,261 Golf Course Avenue,PayPal,processing
378,Peanut Butter Pretzel Nuggets,Food - Snacks,729.64,2,1459.28,4/7/2021,5199 Orin Road,PayPal,delivered
379,Zucchini Noodle Pasta,Food - Vegetables,496.04,28,13889.12,9/23/2021,6 Northview Trail,cash on delivery,shipped
380,Digital Camera,Electronics,168.34,59,9932.06,1/27/2021,419 Northwestern Crossing,credit card,processing
381,Chickpea Snack Mix,Food - Snacks,675.24,87,58745.88,7/10/2021,222 Village Street,PayPal,shipped
382,V-Neck Sweater,Clothing - Tops,992.23,41,40681.43,8/14/2020,93 Marcy Point,PayPal,delivered
383,Dried Fruit Medley,Food - Snacks,113.96,92,10484.32,3/15/2021,39317 Forest Run Lane,PayPal,processing
384,Sushi Rice,Food - Grains,620.96,57,35394.72,10/21/2021,82 Sunbrook Road,cash on delivery,pending
385,Multi-Purpose Scissors,Office,958.93,40,38357.2,7/5/2020,5 Butternut Center,cash on delivery,processing
386,Gluten-Free Biscuits,Food - Baking,381.53,79,30140.87,10/19/2022,56517 Mendota Place,cash on delivery,delivered
387,Sliced Bread,Food - Bakery,219.36,71,15574.56,5/10/2021,19056 Delladonna Alley,cash on delivery,delivered
388,Crispy Kale Chips,Food - Snacks,824.72,12,9896.64,10/14/2020,25 Lyons Parkway,cash on delivery,pending
389,Insulated Cooler,Outdoor,678.23,99,67144.77,9/7/2022,012 Nelson Place,PayPal,pending
390,Wine Glasses,Home,640.14,8,5121.12,3/22/2021,28277 Dakota Road,credit card,delivered
391,Sweet and Sour Sauce,Food - Condiments,380.97,3,1142.91,5/27/2020,323 Delladonna Road,credit card,processing
392,Mango Chilli Sauce,Food - Condiments,87.26,23,2006.98,6/4/2021,79 Forster Place,credit card,shipped
393,Wireless HDMI Transmitter,Electronics,514.26,10,5142.6,11/14/2021,6 Lakeland Place,cash on delivery,pending
394,Chocolate Fudge Brownie Mix,Food - Baking,525.72,97,50994.84,5/9/2020,995 Fieldstone Road,cash on delivery,delivered
395,Almond Crunch Granola Bars,Food - Snacks,64.65,43,2779.95,2/27/2022,85985 Mariners Cove Terrace,credit card,delivered
396,Cinnamon Rolls,Food - Bakery,637.6,29,18490.4,3/13/2020,71 6th Way,PayPal,delivered
397,Children's Backpack,Accessories,195.47,7,1368.29,7/16/2021,73202 Elka Circle,credit card,processing
398,Body Pillow Case,Home,929.12,25,23228.0,8/19/2021,19 Walton Crossing,credit card,shipped
399,Rechargeable Electric Toothbrush,Health,281.54,59,16610.86,10/28/2021,641 Elka Place,cash on delivery,processing
400,Smartphone Photography Ring Light,Photography,47.91,25,1197.75,1/30/2020,41 Magdeline Crossing,credit card,shipped
401,Egg Noodles,Food - Grains,148.99,91,13558.09,3/16/2020,49 Trailsway Road,PayPal,delivered
402,Cranberry Almond Biscotti,Food - Bakery,926.54,96,88947.84,10/18/2021,06783 Di Loreto Center,PayPal,delivered
403,Italian Herb Balsamic Marinade,Food - Condiments,489.25,18,8806.5,7/16/2020,7 Veith Drive,credit card,pending
404,Kids' Educational Tablet,Electronics,404.89,18,7288.02,6/6/2020,32 Declaration Parkway,cash on delivery,delivered
405,Classic Chicken Noodle Soup,Food - Canned Goods,375.8,99,37204.2,8/25/2020,3 Schiller Crossing,cash on delivery,pending
406,Over-Ear Headphones,Audio,529.0,46,24334.0,1/21/2020,2855 Merrick Drive,PayPal,shipped
407,Sports Windbreaker,Clothing - Outerwear,0.96,15,14.4,4/26/2022,9 Mariners Cove Road,cash on delivery,pending
408,Coconut Curry Lentil Soup,Food - Canned Goods,397.43,79,31396.97,2/5/2022,6320 Menomonie Place,cash on delivery,shipped
409,Hummus,Food - Snacks,273.13,78,21304.14,1/3/2022,72 Kinsman Pass,cash on delivery,shipped
410,Inspirational Wall Art,Home,295.62,60,17737.2,10/29/2021,22442 Cardinal Lane,PayPal,shipped
411,Foam Building Blocks for Kids,Toys,569.01,54,30726.54,2/4/2022,5731 Hanson Center,credit card,delivered
412,Portable Solar Camp Shower,Outdoor,417.15,32,13348.8,7/5/2020,4843 Westend Terrace,cash on delivery,delivered
413,Portable Pet Water Bottle,Pets,359.6,66,23733.6,12/31/2021,1482 Ruskin Center,PayPal,delivered
414,Chic Ankle Strap Heels,Clothing - Shoes,486.56,65,31626.4,3/25/2020,40331 Aberg Drive,cash on delivery,processing
415,Kids' Educational Tablet,Electronics,900.34,84,75628.56,5/15/2021,68 Hagan Drive,PayPal,processing
416,Indian Curry Sauce,Food - Condiments,165.07,78,12875.46,5/18/2021,51 Center Crossing,PayPal,processing
417,Fitness Smartwatch,Wearable Tech,997.26,5,4986.3,5/1/2022,729 Bay Point,PayPal,shipped
418,Electric Opener for Jars and Bottles,Kitchen,711.42,42,29879.64,5/28/2022,57224 Sundown Circle,cash on delivery,shipped
419,Adjustable Dog Harness,Pets,857.34,2,1714.68,10/23/2021,32 Crownhardt Pass,cash on delivery,delivered
420,Reusable Produce Bags Set,Kitchen,724.68,6,4348.08,7/18/2020,90835 Rusk Drive,PayPal,shipped
421,Peach Mango Smoothie,Food - Beverages,370.95,28,10386.6,6/26/2021,273 Gateway Lane,credit card,delivered
422,Sunglasses,Accessories,573.01,2,1146.02,6/18/2022,7 Hoffman Way,PayPal,shipped
423,Basmati Rice,Food - Grains,591.42,65,38442.3,1/27/2022,79788 Village Green Pass,cash on delivery,shipped
424,Stuffed Bell Peppers,Food - Frozen Meals,474.74,17,8070.58,6/19/2020,26 Bultman Trail,PayPal,shipped
425,Vintage Graphic Tee,Clothing - Tops,286.26,22,6297.72,8/5/2021,50423 Elka Center,credit card,delivered
426,Set of Herb Garden Markers,Garden,105.1,100,10510.0,11/11/2021,899 Hauk Circle,cash on delivery,pending
427,Indoor Plants,Garden,312.77,14,4378.78,7/2/2021,6 Waywood Parkway,cash on delivery,delivered
428,Buffalo Cauliflower Wings,Food - Frozen Foods,603.18,43,25936.74,11/18/2022,96 Homewood Drive,PayPal,pending
429,Chocolate Mint Protein Shake,Food - Beverages,9.84,9,88.56,3/23/2022,4 Golden Leaf Park,PayPal,delivered
430,Garden Tool Set with Carrying Bag,Garden,925.21,87,80493.27,11/30/2020,29171 Anzinger Center,credit card,delivered
431,Pet Caress Brush,Pets,357.61,76,27178.36,7/27/2022,32678 Kropf Alley,cash on delivery,shipped
432,Pear and Gorgonzola Salad,Food - Salads,750.37,27,20259.99,6/26/2022,4 Dwight Avenue,cash on delivery,delivered
433,Maple Cinnamon Almonds,Food - Nuts,689.46,84,57914.64,6/21/2022,1568 Starling Center,cash on delivery,shipped
434,Field Journal,Books,987.07,4,3948.28,12/29/2021,82167 Eastwood Court,credit card,processing
435,Sweet Cherry Tomatoes,Food - Produce,134.66,51,6867.66,6/6/2021,863 Oak Valley Plaza,PayPal,pending
436,Green Tea Matcha Powder,Food - Beverages,790.89,15,11863.35,12/29/2021,14 Sloan Road,cash on delivery,shipped
437,Compact Pop-Up Tent,Outdoor,779.41,79,61573.39,8/17/2021,66 Golf Center,cash on delivery,shipped
438,Safety Goggles,Safety,740.59,34,25180.06,12/11/2022,5732 Esch Park,cash on delivery,processing
439,Organic Black Rice,Food - Grains,76.84,61,4687.24,12/15/2021,75 Esker Hill,PayPal,delivered
440,Vegan Cheese,Food - Dairy Alternatives,917.19,34,31184.46,4/29/2020,0000 Dahle Court,cash on delivery,processing
441,Brussels Sprouts,Food - Produce,568.41,79,44904.39,7/1/2020,78 Graedel Parkway,PayPal,shipped
442,Yoga Blocks,Fitness,587.75,97,57011.75,1/11/2022,71 Center Terrace,credit card,shipped
443,Eco-Friendly Beeswax Wraps,Kitchen,621.25,22,13667.5,7/2/2022,9544 Grover Pass,cash on delivery,processing
444,Motorcycle Phone Mount,Automotive,84.49,78,6590.22,3/30/2020,47 Manitowish Parkway,cash on delivery,processing
445,LED Canopy Lights,Outdoor,854.85,73,62404.05,11/23/2020,9219 3rd Parkway,cash on delivery,shipped
446,Set of Gardening Gloves with Claws,Garden,764.91,41,31361.31,11/1/2022,81 Blue Bill Park Road,PayPal,pending
447,Wireless Printer,Office,33.83,85,2875.55,5/12/2022,0 Stoughton Point,credit card,delivered
448,Oatmeal Raisin Cookies,Food - Baked Goods,705.02,60,42301.2,5/6/2022,31 Katie Park,credit card,pending
449,Camping Tarp,Outdoor,909.26,72,65466.72,12/2/2020,061 Fieldstone Alley,PayPal,pending
450,Drone,Electronics,982.23,98,96258.54,6/10/2022,9 Porter Road,PayPal,delivered
451,Trackpad for Laptop,Accessories,160.67,9,1446.03,4/12/2022,1889 2nd Point,PayPal,delivered
452,Organic Apples,Food - Produce,939.36,79,74209.44,11/8/2022,5 Boyd Circle,PayPal,pending
453,Lemon Lime Sparkling Water,Food - Beverages,638.39,89,56816.71,5/3/2022,3 Hayes Junction,credit card,processing
454,Frozen Edamame,Food - Frozen Foods,242.8,49,11897.2,10/8/2022,52350 Kipling Lane,cash on delivery,delivered
455,Cable Knit Beanie,Clothing - Accessories,153.9,23,3539.7,11/7/2022,34888 Claremont Trail,PayPal,delivered
456,Chocolate Chip Pancake Mix,Food - Bakery,518.29,14,7256.06,3/7/2022,3762 Arapahoe Plaza,PayPal,pending
457,Magnetic Chess Set,Toys,365.48,42,15350.16,10/27/2020,655 Carberry Alley,cash on delivery,processing
458,Chocolate Coconut Protein Balls,Food - Snacks,14.02,61,855.22,2/29/2020,0380 Esch Terrace,PayPal,pending
459,Coffee Subscription Service,Food,160.09,46,7364.14,6/14/2020,19658 Ryan Avenue,credit card,processing
460,Toy Building Set,Toys,102.77,27,2774.79,6/10/2022,32 Bunker Hill Park,cash on delivery,processing
461,Apple Cinnamon Granola,Food - Breakfast,341.13,45,15350.85,6/8/2022,50 Basil Hill,cash on delivery,shipped
462,Turmeric Ginger Tea,Food - Beverages,636.97,99,63060.03,5/31/2021,92040 Maywood Hill,PayPal,shipped
463,Sliced Turkey Breast,Food - Deli Meats,511.3,42,21474.6,5/16/2021,49764 Forster Circle,PayPal,shipped
464,Coconut Curry Sauce,Food - Sauces,746.93,35,26142.55,10/4/2020,29 Loftsgordon Lane,cash on delivery,delivered
465,Whole Grain Mustard,Food - Condiments,442.27,75,33170.25,2/29/2020,87 Harper Hill,cash on delivery,delivered
466,Printed Maxi Skirt,Clothing - Skirts,927.78,95,88139.1,12/13/2022,9705 Buhler Drive,cash on delivery,delivered
467,Smart Water Bottle with Hydration Reminder,Fitness,257.51,97,24978.47,2/24/2020,29238 Carioca Park,cash on delivery,delivered
468,Granola Cereal,Food - Breakfast,232.89,100,23289.0,9/6/2020,968 Corben Park,credit card,processing
469,Adjustable Pet Feeder,Pets,205.26,71,14573.46,6/20/2021,9925 Hooker Street,cash on delivery,delivered
470,Collapsible Storage Crates,Home,881.7,87,76707.9,12/16/2020,37098 North Place,PayPal,processing
471,Herb Drying Rack,Garden,450.52,81,36492.12,3/12/2021,04 Saint Paul Terrace,PayPal,pending
472,Teriyaki Chicken Skewers,Food - Meat,423.02,17,7191.34,5/21/2021,464 Bartillon Crossing,credit card,shipped
473,Pet Carrier Backpack,Pets,965.43,39,37651.77,8/18/2020,926 Shasta Circle,credit card,pending
474,Bock Beer Mustard,Food - Condiments,793.03,1,793.03,1/15/2020,866 Meadow Valley Circle,credit card,pending
475,Cucumber Relish,Food - Condiments,101.68,62,6304.16,5/9/2020,04596 Bobwhite Circle,PayPal,pending
476,Luxe Velvet Blazer,Clothing - Outerwear,582.68,16,9322.88,4/4/2020,86770 Lien Way,PayPal,delivered
477,Key Finder,Accessories,477.8,19,9078.2,3/17/2021,02003 High Crossing Park,credit card,shipped
478,Granola Bars,Food - Snacks,952.25,78,74275.5,12/10/2022,9135 Meadow Ridge Trail,credit card,shipped
479,Graphic Sweatshirt,Clothing - Tops,951.35,32,30443.2,3/10/2021,777 Claremont Lane,credit card,shipped
480,Ceramic Non-Stick Frying Pan,Kitchen,360.4,35,12614.0,8/6/2020,5 Calypso Street,PayPal,delivered
